,날짜,언론사,기사제목,링크
10, 2021.07.21 11:29,머니투데이,"HMM, 올 상반기 투입한 컨테이너선 8척 모두 '만선' 출항",https://finance.naver.com/item/news_read.naver?article_id=0004619619&office_id=008&code=011200&page=30&sm=
11, 2021.07.21 11:00,이데일리,"HMM, 상반기 투입한 초대형 컨테이너선 8척도 모두 '만선'",https://finance.naver.com/item/news_read.naver?article_id=0004990579&office_id=018&code=011200&page=30&sm=
12, 2021.07.21 10:41,헤럴드경제,"HMM, 상반기 투입 1만6000TEU급 컨테이너선 8척 모두 '만선...",https://finance.naver.com/item/news_read.naver?article_id=0001864327&office_id=016&code=011200&page=30&sm=
13, 2021.07.21 10:39,파이낸셜뉴스,"HMM, 상반기 투입 1만6000TEU 컨선 8척 모두 '만선'",https://finance.naver.com/item/news_read.naver?article_id=0004678605&office_id=014&code=011200&page=30&sm=
14, 2021.07.21 10:12,조선비즈,"HMM, 1만6000TEU급 컨테이너선 8척 모두 ‘만선’",https://finance.naver.com/item/news_read.naver?article_id=0000748238&office_id=366&code=011200&page=30&sm=
15, 2021.07.21 10:06,아시아경제,"HMM, 1만6000TEU급 컨테이너선 8척 모두 '만선 출항'",https://finance.naver.com/item/news_read.naver?article_id=0004940865&office_id=277&code=011200&page=30&sm=
16, 2021.07.19 17:42,매일경제,컨테이너선 운임 강세…목표가 상향해도 HMM 현 시세 못 따라가,https://finance.naver.com/item/news_read.naver?article_id=0004826212&office_id=009&code=011200&page=30&sm=
17, 2021.07.19 17:35,한국경제,"산은, HMM 몸집 줄인 뒤 단계적 지분 매각 추진",https://finance.naver.com/item/news_read.naver?article_id=0004580287&office_id=015&code=011200&page=30&sm=
18, 2021.07.19 17:10,매경이코노미,해상운임 첫 4000선 돌파…‘대장주’ HMM 2분기 영업이익 사상 최...,https://finance.naver.com/item/news_read.naver?article_id=0000069715&office_id=024&code=011200&page=30&sm=
19, 2021.07.19 11:26,조선비즈,"HMM, 2분기 영업이익도 1조원 전망… 팬오션도 30% 늘듯",https://finance.naver.com/item/news_read.naver?article_id=0000747716&office_id=366&code=011200&page=30&sm=
